country,countryLabel,article,site
http://www.wikidata.org/entity/Q1637597,MIT OpenCourseWare,https://en.wikipedia.org/wiki/MIT_OpenCourseWare,http://ocw.mit.edu/
http://www.wikidata.org/entity/Q1193341,eTwinning,https://en.wikipedia.org/wiki/ETwinning,https://www.etwinning.net/en/pub/index.htm
http://www.wikidata.org/entity/Q1193341,eTwinning,https://en.wikipedia.org/wiki/ETwinning,https://www.etwinning.net/fr/pub/index.htm
http://www.wikidata.org/entity/Q1550475,Rosetta Project,https://en.wikipedia.org/wiki/Rosetta_Project,https://www.rosettaproject.org
http://www.wikidata.org/entity/Q49700,European Route of Industrial Heritage,https://en.wikipedia.org/wiki/European_Route_of_Industrial_Heritage,http://www.erih.net/fr/bienvenue.html
http://www.wikidata.org/entity/Q15657,Oxygen Project,https://en.wikipedia.org/wiki/Oxygen_Project,https://techbase.kde.org/Projects/Oxygen/
http://www.wikidata.org/entity/Q14579,Linux kernel,https://en.wikipedia.org/wiki/Linux_kernel,https://www.kernel.org
http://www.wikidata.org/entity/Q85129,Totnes pound,https://en.wikipedia.org/wiki/Totnes_pound,http://www.totnespound.org/
http://www.wikidata.org/entity/Q131723,bitcoin,https://en.wikipedia.org/wiki/Bitcoin,https://bitcoin.org
http://www.wikidata.org/entity/Q109888,Fedora Project,https://en.wikipedia.org/wiki/Fedora_Project,https://getfedora.org/
http://www.wikidata.org/entity/Q155311,Voyager program,https://en.wikipedia.org/wiki/Voyager_program,https://voyager.jpl.nasa.gov/
http://www.wikidata.org/entity/Q183507,International Society for Human Rights,https://en.wikipedia.org/wiki/International_Society_for_Human_Rights,http://www.menschenrechte.de/
http://www.wikidata.org/entity/Q189021,TED conferences,https://en.wikipedia.org/wiki/TED_(conference),https://ted.com
http://www.wikidata.org/entity/Q164786,1000 Genomes Project,https://en.wikipedia.org/wiki/1000_Genomes_Project,http://www.internationalgenome.org/
http://www.wikidata.org/entity/Q217082,Internet Engineering Task Force,https://en.wikipedia.org/wiki/Internet_Engineering_Task_Force,https://www.ietf.org/
http://www.wikidata.org/entity/Q230036,jQuery,https://en.wikipedia.org/wiki/JQuery,https://jquery.com/
http://www.wikidata.org/entity/Q387790,African Great Green Wall,https://en.wikipedia.org/wiki/Great_Green_Wall_(Africa),http://www.grandemurailleverte.org/
http://www.wikidata.org/entity/Q310917,freedesktop.org,https://en.wikipedia.org/wiki/Freedesktop.org,https://www.freedesktop.org/wiki/
http://www.wikidata.org/entity/Q314049,Industrial Heritage Trail,https://en.wikipedia.org/wiki/Industrial_Heritage_Trail,http://www.route-industriekultur.ruhr/
http://www.wikidata.org/entity/Q368960,Vision Zero,https://en.wikipedia.org/wiki/Vision_Zero,https://www.vision-zero-oncology.de
http://www.wikidata.org/entity/Q430573,Southeastern Anatolia Project,https://en.wikipedia.org/wiki/Southeastern_Anatolia_Project,http://www.gap.gov.tr/
http://www.wikidata.org/entity/Q522644,SABRE,https://en.wikipedia.org/wiki/SABRE_(rocket_engine),https://www.reactionengines.co.uk/sabre
http://www.wikidata.org/entity/Q604063,World Register of Marine Species,https://en.wikipedia.org/wiki/World_Register_of_Marine_Species,http://www.marinespecies.org
http://www.wikidata.org/entity/Q442744,LiMux,https://en.wikipedia.org/wiki/LiMux,https://www.muenchen.de/rathaus/Stadtverwaltung/Direktorium/LiMux.html
http://www.wikidata.org/entity/Q488065,United Nations Volunteers,https://en.wikipedia.org/wiki/United_Nations_Volunteers,https://www.unv.org/
http://www.wikidata.org/entity/Q541858,Angola International Airport,https://en.wikipedia.org/wiki/Angola_International_Airport,http://www.enana.co.ao/portugues/Paginas/default.aspx
http://www.wikidata.org/entity/Q552944,Ethnos360,https://en.wikipedia.org/wiki/Ethnos360,https://ethnos360.org/
http://www.wikidata.org/entity/Q749719,Turner Classic Movies,https://en.wikipedia.org/wiki/Turner_Classic_Movies,http://www.tcm.com
http://www.wikidata.org/entity/Q749719,Turner Classic Movies,https://en.wikipedia.org/wiki/Turner_Classic_Movies,https://www.tcmuk.tv/
http://www.wikidata.org/entity/Q647931,Argo,https://en.wikipedia.org/wiki/Argo_(oceanography),http://www.argo.ucsd.edu/
http://www.wikidata.org/entity/Q770350,MOSE,https://en.wikipedia.org/wiki/MOSE,https://www.mosevenezia.eu
http://www.wikidata.org/entity/Q853860,Red Bull Stratos,https://en.wikipedia.org/wiki/Red_Bull_Stratos,http://www.redbullstratos.com/
http://www.wikidata.org/entity/Q848091,D.A.R.E.,https://en.wikipedia.org/wiki/Drug_Abuse_Resistance_Education,https://dare.org/
http://www.wikidata.org/entity/Q823422,National Film Registry,https://en.wikipedia.org/wiki/National_Film_Registry,https://www.loc.gov/programs/national-film-preservation-board/film-registry/
http://www.wikidata.org/entity/Q776951,Everything2,https://en.wikipedia.org/wiki/Everything2,https://everything2.com/
http://www.wikidata.org/entity/Q16002666,Alpheios Project,https://en.wikipedia.org/wiki/Alpheios_Project,https://alpheios.net/
http://www.wikidata.org/entity/Q15114892,Project Ara,https://en.wikipedia.org/wiki/Project_Ara,http://www.projectara.com/
http://www.wikidata.org/entity/Q15999983,STEP Bible,https://en.wikipedia.org/wiki/STEP_Bible,https://www.stepbible.org/
http://www.wikidata.org/entity/Q14018439,Man and the Biosphere Programme,https://en.wikipedia.org/wiki/Man_and_the_Biosphere_Programme,https://en.unesco.org/mab
http://www.wikidata.org/entity/Q16203480,The Beatles Complete On Ukulele,https://en.wikipedia.org/wiki/The_Beatles_Complete_On_Ukulele,http://thebeatlescompleteonukulele.com/
http://www.wikidata.org/entity/Q16335163,Identifiers.org,https://en.wikipedia.org/wiki/Identifiers.org,http://identifiers.org
http://www.wikidata.org/entity/Q13463146,Loon,https://en.wikipedia.org/wiki/Loon_LLC,https://loon.com/
http://www.wikidata.org/entity/Q15129009,Black Women Oral History Project,https://en.wikipedia.org/wiki/Black_Women_Oral_History_Project,https://www.radcliffe.harvard.edu/schlesinger-library/collection/black-women-oral-history-project
http://www.wikidata.org/entity/Q16783523,Ethereum,https://en.wikipedia.org/wiki/Ethereum,https://www.ethereum.org
http://www.wikidata.org/entity/Q6805470,Media Cloud,https://en.wikipedia.org/wiki/Media_Cloud,https://mediacloud.org
http://www.wikidata.org/entity/Q7085556,Older People for Older People,https://en.wikipedia.org/wiki/Older_People_for_Older_People,http://www.o4os.eu
http://www.wikidata.org/entity/Q7132608,Paper Clips Project,https://en.wikipedia.org/wiki/Paper_Clips_Project,http://www.oneclipatatime.org/paper-clips-project/
http://www.wikidata.org/entity/Q7395253,SYDI,https://en.wikipedia.org/wiki/SYDI,http://sydiproject.com/
http://www.wikidata.org/entity/Q7395253,SYDI,https://en.wikipedia.org/wiki/SYDI,http://sydiproject.com/products/sydi-server/
http://www.wikidata.org/entity/Q12014467,Gluster,https://en.wikipedia.org/wiki/Gluster,http://www.gluster.org/
http://www.wikidata.org/entity/Q6972293,National Digital Newspaper Program,https://en.wikipedia.org/wiki/National_Digital_Newspaper_Program,https://www.loc.gov/ndnp/
http://www.wikidata.org/entity/Q7395300,SYeLP,https://en.wikipedia.org/wiki/SYeLP,http://www.syelp.org/
http://www.wikidata.org/entity/Q7764762,The Slave Route Project,https://en.wikipedia.org/wiki/The_Slave_Route_Project,https://en.unesco.org/themes/fostering-rights-inclusion/slave-route
http://www.wikidata.org/entity/Q7073086,OTELO,https://en.wikipedia.org/wiki/OTELO,http://gtc-osiris.blogspot.com/
http://www.wikidata.org/entity/Q7437999,Scottish Ten,https://en.wikipedia.org/wiki/Scottish_Ten,http://www.scottishten.org
http://www.wikidata.org/entity/Q7739799,The History of Parliament,https://en.wikipedia.org/wiki/The_History_of_Parliament,http://www.historyofparliamentonline.org
http://www.wikidata.org/entity/Q7800352,Tiber Valley Project,https://en.wikipedia.org/wiki/Tiber_Valley_Project,http://www.bsr.ac.uk/research/archaeology/completed-projects/tiber-valley-project
http://www.wikidata.org/entity/Q7890844,United States Newspaper Program,https://en.wikipedia.org/wiki/United_States_Newspaper_Program,https://www.neh.gov/us-newspaper-program
http://www.wikidata.org/entity/Q8042642,XXXchurch.com,https://en.wikipedia.org/wiki/XXXchurch.com,http://triplexchurch.com/
http://www.wikidata.org/entity/Q8042642,XXXchurch.com,https://en.wikipedia.org/wiki/XXXchurch.com,http://www.xxxchurch.com
http://www.wikidata.org/entity/Q6858898,Millennium Mathematics Project,https://en.wikipedia.org/wiki/Millennium_Mathematics_Project,http://mmp.maths.org
http://www.wikidata.org/entity/Q7313069,Renew,https://en.wikipedia.org/wiki/EU_Project_Renew,http://www.renew-fuel.com/home.php
http://www.wikidata.org/entity/Q7717653,The Big Green Bus,https://en.wikipedia.org/wiki/The_Big_Green_Bus,http://www.thebiggreenbus.com
http://www.wikidata.org/entity/Q7907498,VROC,https://en.wikipedia.org/wiki/VROC,http://www.vroc.ca
http://www.wikidata.org/entity/Q7946263,WAASPS,https://en.wikipedia.org/wiki/WAASPS,http://www.waasps.com
http://www.wikidata.org/entity/Q8210435,Aves Argentinas,https://en.wikipedia.org/wiki/Aves_Argentinas,http://www.avesargentinas.org.ar
http://www.wikidata.org/entity/Q12881012,Ellinikon Metropolitan Park,https://en.wikipedia.org/wiki/Hellenikon_Metropolitan_Park,https://theellinikon.com.gr/
http://www.wikidata.org/entity/Q7305434,Redalyc,https://en.wikipedia.org/wiki/Redalyc,http://www.redalyc.org/
http://www.wikidata.org/entity/Q7756033,The Papers of Abraham Lincoln,https://en.wikipedia.org/wiki/The_Papers_of_Abraham_Lincoln,http://www.papersofabrahamlincoln.org
http://www.wikidata.org/entity/Q7969856,Warp3D,https://en.wikipedia.org/wiki/Warp3D,http://download.haage-partner.de/Amiga/3DWorld/
http://www.wikidata.org/entity/Q6963975,Nano City,https://en.wikipedia.org/wiki/Nano_City,http://nanocity.com
http://www.wikidata.org/entity/Q7095988,Open Content Project,https://en.wikipedia.org/wiki/Open_Content_Project,http://www.opencontent.org
http://www.wikidata.org/entity/Q7268458,Quagga Project,https://en.wikipedia.org/wiki/Quagga_Project,http://www.quaggaproject.org/
http://www.wikidata.org/entity/Q7393083,Soil Survey Geographic database,https://en.wikipedia.org/wiki/SSURGO,https://www.nrcs.usda.gov/wps/portal/nrcs/detail/soils/survey/geo/?cid=nrcs142p2_053627
http://www.wikidata.org/entity/Q16927668,The Guardian Project,https://en.wikipedia.org/wiki/Guardian_Project_(software),https://guardianproject.info/
http://www.wikidata.org/entity/Q17085130,Deworm the World Initiative,https://en.wikipedia.org/wiki/Deworm_the_World_Initiative,http://evidenceaction.org/
http://www.wikidata.org/entity/Q17637401,RISC-V,https://en.wikipedia.org/wiki/RISC-V,https://riscv.org/
http://www.wikidata.org/entity/Q16933471,Prague Student Summit,https://en.wikipedia.org/wiki/Prague_Student_Summit,https://www.studentsummit.cz/
http://www.wikidata.org/entity/Q16978209,NaCl,https://en.wikipedia.org/wiki/NaCl_(software),https://nacl.cr.yp.to/
http://www.wikidata.org/entity/Q16976002,Southern California Seismic Network,https://en.wikipedia.org/wiki/Southern_California_Seismic_Network,https://www.scsn.org/
http://www.wikidata.org/entity/Q17076369,Friend of the Sea,https://en.wikipedia.org/wiki/Friend_of_the_Sea,https://friendofthesea.org
http://www.wikidata.org/entity/Q17076369,Friend of the Sea,https://en.wikipedia.org/wiki/Friend_of_the_Sea,https://friendofthesea.org/it/
http://www.wikidata.org/entity/Q17076369,Friend of the Sea,https://en.wikipedia.org/wiki/Friend_of_the_Sea,https://friendofthesea.org/fr/
http://www.wikidata.org/entity/Q17076369,Friend of the Sea,https://en.wikipedia.org/wiki/Friend_of_the_Sea,https://friendofthaesea.org/pt-pt/
http://www.wikidata.org/entity/Q17076369,Friend of the Sea,https://en.wikipedia.org/wiki/Friend_of_the_Sea,https://friendofthesea.org/ar/
http://www.wikidata.org/entity/Q17076369,Friend of the Sea,https://en.wikipedia.org/wiki/Friend_of_the_Sea,https://friendofthesea.org/es/
http://www.wikidata.org/entity/Q17524891,lowRISC,https://en.wikipedia.org/wiki/LowRISC,http://www.lowrisc.org/
http://www.wikidata.org/entity/Q17014312,A Folk Song A Day,https://en.wikipedia.org/wiki/A_Folk_Song_A_Day,http://www.afolksongaday.com
http://www.wikidata.org/entity/Q17078772,Mapping L.A.,https://en.wikipedia.org/wiki/Mapping_L.A.,https://maps.latimes.com/neighborhoods/
http://www.wikidata.org/entity/Q18206066,CodeCamp,https://en.wikipedia.org/wiki/CodeCamp,https://www.kainos.com/careers/students/codecamp
http://www.wikidata.org/entity/Q18748957,Civil Rights and Restorative Justice Project,https://en.wikipedia.org/wiki/Civil_Rights_and_Restorative_Justice_Project,https://crrj.org/
http://www.wikidata.org/entity/Q18397758,Project 5-100,https://en.wikipedia.org/wiki/Project_5-100,http://5top100.ru
http://www.wikidata.org/entity/Q18434395,NARCIS,https://en.wikipedia.org/wiki/NARCIS_(Netherlands),http://www.narcis.nl/
http://www.wikidata.org/entity/Q18542599,CRAIC CR929,https://en.wikipedia.org/wiki/CRAIC_CR929,http://english.comac.cc/products/WideBody/
http://www.wikidata.org/entity/Q18572818,Gridcoin,https://en.wikipedia.org/wiki/Gridcoin,https://gridcoin.us/
http://www.wikidata.org/entity/Q19597236,Fast Healthcare Interoperability Resources,https://en.wikipedia.org/wiki/Fast_Healthcare_Interoperability_Resources,http://www.fhir.org/
http://www.wikidata.org/entity/Q19605500,Global Digital Format Registry,https://en.wikipedia.org/wiki/Global_Digital_Format_Registry,http://library.harvard.edu/preservation/digital-preservation_gdfr.html
http://www.wikidata.org/entity/Q19867977,Starlink,https://en.wikipedia.org/wiki/Starlink,https://www.starlink.com/
http://www.wikidata.org/entity/Q19952603,NameExoWorlds,https://en.wikipedia.org/wiki/NameExoWorlds,http://www.nameexoworlds.iau.org/
http://www.wikidata.org/entity/Q19960532,Football for Friendship,https://en.wikipedia.org/wiki/Football_for_Friendship,https://www.gazprom.com/social/supporting-sports/projects/football-for-friendship/
http://www.wikidata.org/entity/Q20501872,929 - Bible Together,https://en.wikipedia.org/wiki/929:_Tanakh_B%27yachad,http://www.929.org.il
http://www.wikidata.org/entity/Q23938218,Flussbad Berlin (Project),https://en.wikipedia.org/wiki/Flussbad_Berlin_(Project),https://www.flussbad-berlin.de/
http://www.wikidata.org/entity/Q21986042,Epigraphia 3D,https://en.wikipedia.org/wiki/Epigraphia_3D,http://epigraphia3d.es
http://www.wikidata.org/entity/Q22906516,Athena SWAN,https://en.wikipedia.org/wiki/Athena_SWAN,https://www.ecu.ac.uk/equality-charters/athena-swan/
http://www.wikidata.org/entity/Q21052000,InterPARES Project,https://en.wikipedia.org/wiki/InterPARES_Project,http://www.interpares.org
http://www.wikidata.org/entity/Q22079937,Missing Maps,https://en.wikipedia.org/wiki/Missing_Maps,https://www.missingmaps.org/
http://www.wikidata.org/entity/Q21014316,Future Circular Collider,https://en.wikipedia.org/wiki/Future_Circular_Collider,https://fcc.web.cern.ch/
http://www.wikidata.org/entity/Q21644350,Nord Stream 2,https://en.wikipedia.org/wiki/Nord_Stream_2,https://www.nord-stream2.com/
http://www.wikidata.org/entity/Q21779079,North Carolina Highway Historical Marker Program,https://en.wikipedia.org/wiki/North_Carolina_Highway_Historical_Marker_Program,https://www.ncdcr.gov/about/history/division-historical-resources/nc-highway-historical-marker-program
http://www.wikidata.org/entity/Q20011486,YODA Project,https://en.wikipedia.org/wiki/YODA_Project,http://yoda.yale.edu/
http://www.wikidata.org/entity/Q21660680,National Technological Initiative,https://en.wikipedia.org/wiki/National_Technological_Initiative,http://www.nti2035.ru
http://www.wikidata.org/entity/Q22909822,World Forum for Democracy,https://en.wikipedia.org/wiki/World_Forum_for_Democracy,https://www.coe.int/fr/web/world-forum-democracy/
http://www.wikidata.org/entity/Q20502288,Zikaron BaSalon,https://en.wikipedia.org/wiki/Zikaron_BaSalon,http://www.zikaronbasalon.com/
http://www.wikidata.org/entity/Q20502288,Zikaron BaSalon,https://en.wikipedia.org/wiki/Zikaron_BaSalon,https://www.zikaronbasalon.org/
http://www.wikidata.org/entity/Q24680163,Women's Torah Project,https://en.wikipedia.org/wiki/Women%27s_Torah_Project,http://www.womenstorah.com/
http://www.wikidata.org/entity/Q46092234,American Art Collaborative,https://en.wikipedia.org/wiki/American_Art_Collaborative,http://americanartcollaborative.org/
http://www.wikidata.org/entity/Q27926880,Skrypin.ua,https://en.wikipedia.org/wiki/Skrypin.ua,http://skrypin.ua
http://www.wikidata.org/entity/Q24289654,Pepper&Carrot,https://en.wikipedia.org/wiki/Pepper%26Carrot,https://peppercarrot.com
http://www.wikidata.org/entity/Q27949537,EU NanoSafety Cluster,https://en.wikipedia.org/wiki/EU_NanoSafety_Cluster,http://www.nanosafetycluster.eu/
http://www.wikidata.org/entity/Q28000212,Primitive Technology,https://en.wikipedia.org/wiki/Primitive_Technology,https://primitivetechnology.wordpress.com
http://www.wikidata.org/entity/Q28721441,HX Programme,https://en.wikipedia.org/wiki/HX_Fighter_Program,https://puolustusvoimat.fi/en/hx-fighter-program
http://www.wikidata.org/entity/Q28721441,HX Programme,https://en.wikipedia.org/wiki/HX_Fighter_Program,https://puolustusvoimat.fi/hx-hanke
http://www.wikidata.org/entity/Q28721441,HX Programme,https://en.wikipedia.org/wiki/HX_Fighter_Program,https://puolustusvoimat.fi/sv/hx-jaktplansprojekt
http://www.wikidata.org/entity/Q30688675,Holbeck Viaduct Project,https://en.wikipedia.org/wiki/Holbeck_Viaduct_Project,http://holbeckviaduct.org.uk/
http://www.wikidata.org/entity/Q30590523,OpenEVSE,https://en.wikipedia.org/wiki/OpenEVSE,https://www.openevse.com/
http://www.wikidata.org/entity/Q30594930,Plastic Pollution Coalition,https://en.wikipedia.org/wiki/Plastic_Pollution_Coalition,https://www.plasticpollutioncoalition.org/
http://www.wikidata.org/entity/Q25189296,Who Funds You?,https://en.wikipedia.org/wiki/Who_Funds_You%3F,http://whofundsyou.org/
http://www.wikidata.org/entity/Q30588589,Open Container Initiative,https://en.wikipedia.org/wiki/Open_Container_Initiative,https://www.opencontainers.org
http://www.wikidata.org/entity/Q24963016,United Nations Free & Equal,https://en.wikipedia.org/wiki/United_Nations_Free_%26_Equal,https://www.unfe.org/en/about
http://www.wikidata.org/entity/Q29051497,European Open Science Cloud,https://en.wikipedia.org/wiki/European_Open_Science_Cloud,http://eosc-hub.eu
http://www.wikidata.org/entity/Q28401396,ArbNet,https://en.wikipedia.org/wiki/ArbNet,https://ArbNet.org
http://www.wikidata.org/entity/Q29279836,OpenCitations,https://en.wikipedia.org/wiki/OpenCitations,https://opencitations.net/
http://www.wikidata.org/entity/Q25106053,OpenAIRE,https://en.wikipedia.org/wiki/OpenAIRE,https://www.openaire.eu
http://www.wikidata.org/entity/Q28957081,WebGPU,https://en.wikipedia.org/wiki/WebGPU,https://webgpu.io/
http://www.wikidata.org/entity/Q30590662,Climate Mirror,https://en.wikipedia.org/wiki/Climate_Mirror,http://climatemirror.org/
http://www.wikidata.org/entity/Q50843747,Bizkaia Talent,https://en.wikipedia.org/wiki/Bizkaia_Talent,https://www.bizkaiatalent.eus/
http://www.wikidata.org/entity/Q50827126,Cosmic-Ray Extremely Distributed Observatory,https://en.wikipedia.org/wiki/Cosmic-Ray_Extremely_Distributed_Observatory,https://api.credo.science
http://www.wikidata.org/entity/Q50827126,Cosmic-Ray Extremely Distributed Observatory,https://en.wikipedia.org/wiki/Cosmic-Ray_Extremely_Distributed_Observatory,https://credo.science/
http://www.wikidata.org/entity/Q55632234,SPARC,https://en.wikipedia.org/wiki/SPARC_(tokamak),https://www.psfc.mit.edu/sparc
http://www.wikidata.org/entity/Q55629901,Photo Ark,https://en.wikipedia.org/wiki/The_Photo_Ark,https://www.nationalgeographic.org/projects/photo-ark/
http://www.wikidata.org/entity/Q55408718,Solid,https://en.wikipedia.org/wiki/Solid_(web_decentralization_project),https://solidproject.org/
http://www.wikidata.org/entity/Q55696286,Data Transfer Project,https://en.wikipedia.org/wiki/Data_Transfer_Project,http://datatransferproject.dev
http://www.wikidata.org/entity/Q55696286,Data Transfer Project,https://en.wikipedia.org/wiki/Data_Transfer_Project,https://datatransferproject.dev
http://www.wikidata.org/entity/Q48860940,Comcept,https://en.wikipedia.org/wiki/COMCEPT,http://comcept.org/
http://www.wikidata.org/entity/Q55290870,Tezos,https://en.wikipedia.org/wiki/Tezos,https://tezos.com/
http://www.wikidata.org/entity/Q55625412,North American Mycoflora Project,https://en.wikipedia.org/wiki/Fungal_Diversity_Survey,http://www.northamericanmycoflora.org/
http://www.wikidata.org/entity/Q55630549,Project Jupyter,https://en.wikipedia.org/wiki/Project_Jupyter,https://jupyter.org/
http://www.wikidata.org/entity/Q47528328,National Platform Open Science,https://en.wikipedia.org/wiki/National_Platform_Open_Science,https://www.openscience.nl/
http://www.wikidata.org/entity/Q56279524,Kartarpur Corridor,https://en.wikipedia.org/wiki/Kartarpur_Corridor,https://www.etpb.gov.pk/kartarpur-corridor/
http://www.wikidata.org/entity/Q56279524,Kartarpur Corridor,https://en.wikipedia.org/wiki/Kartarpur_Corridor,https://prakashpurb550.mha.gov.in
http://www.wikidata.org/entity/Q60674974,Fridays for Future,https://en.wikipedia.org/wiki/School_Strike_for_Climate,https://fridaysforfuturebrasil.org
http://www.wikidata.org/entity/Q60674974,Fridays for Future,https://en.wikipedia.org/wiki/School_Strike_for_Climate,https://www.fridaysforfuture.org
http://www.wikidata.org/entity/Q59339175,draw.io,https://en.wikipedia.org/wiki/Diagrams.net,https://about.draw.io/
http://www.wikidata.org/entity/Q59339175,draw.io,https://en.wikipedia.org/wiki/Diagrams.net,https://www.diagrams.net/
http://www.wikidata.org/entity/Q59754452,Black in AI,https://en.wikipedia.org/wiki/Black_in_AI,https://blackinai.github.io/
http://www.wikidata.org/entity/Q101071330,Clean Network Project,https://en.wikipedia.org/wiki/The_Clean_Network,https://www.state.gov/the-clean-network/
http://www.wikidata.org/entity/Q103891530,150 women in 150 words,https://en.wikipedia.org/wiki/150_women_in_150_words,https://www.royalsociety.org.nz/150th-anniversary/150-women-in-150-words/
http://www.wikidata.org/entity/Q103462225,"Social Sciences, Humanities and the Arts for People and the Economy","https://en.wikipedia.org/wiki/Social_Sciences,_Humanities_and_the_Arts_for_People_and_the_Economy",https://thisisshape.org.uk/
http://www.wikidata.org/entity/Q100704297,End of Term Web Archive,https://en.wikipedia.org/wiki/End_of_Term_Web_Archive,http://eotarchive.cdlib.org/
http://www.wikidata.org/entity/Q102232426,The Great Reset,https://en.wikipedia.org/wiki/Great_Reset,https://www.weforum.org/great-reset/
http://www.wikidata.org/entity/Q106047711,National Tutoring Programme,https://en.wikipedia.org/wiki/National_Tutoring_Programme,https://nationaltutoring.org.uk/
http://www.wikidata.org/entity/Q106106245,Gulagu.net,https://en.wikipedia.org/wiki/Gulagu.net,https://gulagu.net/
http://www.wikidata.org/entity/Q106204244,Wikimedia Enterprise,https://en.wikipedia.org/wiki/Wikimedia_Enterprise,https://enterprise.wikimedia.com/
