Company Name,ISIN,Industry,Total score (max. 20),1,1a,2,2a,2b,3,3a,3b,4,4a,4b,5,5a,5b,6,6a,6b,7,7a,8,8a,9,9a,9b,9c,9d,10,10a,10b,10c,11,11a,11b,11c,12,12a,12b,13,13a,13b,13c,13d,14,14a,14b,14c,14d,15,15a,15b,16,16a,16b,16c,17,17a,17b,17c,17d,18,18a,18b,18c,18d
MOL Magyar Olajes Gazipari Nyrt,HU0000153937,Oil and Gas,9,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Not Met,Met,Not Met,Met,0.5,Met,Not Met,0.5,Met,Not Met,Met,1,Met,Met,Met,Met,0.5,Met,Met,Not Met,Not Met
Naftogaz,0,Oil and Gas,5.5,1,Met,0.5,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,0,Not Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Not Met,Not Met,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,0.5,Not Met,Met,Not Met,Not Met
National Iranian Oil Company (NIOC),0,Oil and Gas,0,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
National Oil Corporation of Libya,CA92143B1004,Oil and Gas,0,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Naturgy Energy,ES0116870314,Oil and Gas,9.5,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Not Met,1,Met,1,Met,1,Met,Met,Met,Met,0.5,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Not Met,Met,0.5,Not Met,Met,Not Met,Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,0.5,Met,Not Met,Met,Met,0.5,Met,Met,Not Met,Not Met
Neste,FI0009013296,Oil and Gas,14.5,1,Met,1,Met,Met,1,Met,Met,2,Met,Not Met,2,Not Met,Met,1,Met,Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Not Met,Met,Not Met,0.5,Met,Not Met,0.5,Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
Nextera Energy,US65339F1012,Electric Utilities,4,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Met,0.5,Met,Not Met,Not Met,Not Met
NGL Energy Partners,US62913M1071,Oil and Gas,4,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Not Met,Met,0.5,Not Met,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,Not Met
Nigerian National Petroleum Corporation (NNPC),0,Oil and Gas,0,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Nissan Motor Company,JP3672400003,Automotive,8,1,Met,0,Not Met,Not Met,0.5,Met,Not Met,2,Not Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
NK KazMunayGaz,KZ1C00001122,Oil and Gas,7,1,Met,0.5,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Not Met,Met,1,Met,Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
Novatek,RU000A0DKVS5,Oil and Gas,5.5,0,Not Met,0.5,Not Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
NTPC,INE733E01010,Electric Utilities,6,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,Not Met
Occidental Petroleum,US6745991058,Oil and Gas,5.5,1,Met,0.5,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Met,0.5,Met,Not Met,Not Met,Not Met
Oil and Natural Gas Corporation (ONGC),INE213A01029,Oil and Gas,4,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Not Met,1,Met,1,Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,Not Met
OMV,AT0000743059,Oil and Gas,14,1,Met,1,Met,Met,1,Met,Met,2,Met,Not Met,2,Not Met,Met,0.5,Met,Not Met,0,Not Met,1,Met,1,Met,Met,Met,Met,0.5,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,1,Met,Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
Origin Energy,AU000000ORG5,Electric Utilities,8.5,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0.5,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,1,Met,Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Met,0.5,Met,Not Met,Not Met,Not Met
Origin Energy,AU000000ORG5,Oil and Gas,8.5,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0.5,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,1,Met,Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Met,0.5,Met,Not Met,Not Met,Not Met
Ørsted,DK0060094928,Electric Utilities,8,1,Met,0.5,Not Met,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Met,Not Met,1,Met,Met,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
Pacific Gas and Electric (PG&E),US69331C1080,Electric Utilities,6,1,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Met,Not Met,0.5,Not Met,Not Met,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Met,0.5,Met,Not Met,Met,Not Met
PBF Energy,US69318G1067,Oil and Gas,3.5,0,Not Met,0.5,Not Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,0,Not Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Not Met,0.5,Not Met,Met,Not Met,Not Met
Pertamina,0,Oil and Gas,7.5,0,Not Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,0.5,Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Met,Met,Met,Not Met
Perusahaan Listrik Negara (PLN),0,Electric Utilities,4,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Not Met,Met,Not Met,Met,0,Not Met,Not Met,Not Met,Not Met
Petroecuador,0,Oil and Gas,2,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,,,1,Met,1,Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Petroleo Brasileiro (Petrobras),BRPETRACNPR6,Oil and Gas,13.5,1,Met,1,Met,Met,0.5,Met,Not Met,2,Met,Met,2,Met,Met,1,Met,Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Met,Not Met,0.5,Met,Met,Not Met,Met,0,Not Met,Not Met,0.5,Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
Petroleos de Venezuela (PDVSA),VEV000571001,Oil and Gas,0,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Petroleos Mexicanos (Pemex),0,Oil and Gas,5.5,1,Met,0.5,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
Petroleum Development Oman,0,Oil and Gas,2.5,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Petroliam Nasional Bhd (PETRONAS),0,Oil and Gas,8.5,1,Met,0,Not Met,Not Met,0.5,Met,Not Met,2,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Met,0.5,Not Met,Not Met,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Met,Met,Not Met,Not Met
PetroSA,0,Oil and Gas,4.5,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,1,Met,Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
Phillips 66,US7185461040,Oil and Gas,5,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Met,Not Met,0.5,Not Met,Not Met,Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Met,0.5,Met,Not Met,Met,Not Met
Pioneer Natural Resources,US7237871071,Oil and Gas,4.5,1,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0.5,Met,Not Met,Met,Not Met,0.5,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Not Met,Met,0.5,Met,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Not Met
Polski Koncern Naftowy Orlen (PKN Orlen),PLPKN0000018,Oil and Gas,3,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Not Met,Not Met,Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,1,Met,Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
PTT,TH0646010Z00,Oil and Gas,13,1,Met,1,Met,Met,1,Met,Met,2,Met,Not Met,2,Met,Not Met,0.5,Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0.5,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Not Met,Met,1,Met,Met,Met,Met,0.5,Met,Met,Not Met,Not Met
Qatar Petroleum,0,Oil and Gas,5.5,1,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0.5,Not Met,Met,Not Met,,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,Met,1,Met,Met,Met,Met
Reliance Industries,INE002A01018,Oil and Gas,3,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,0,Not Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Renault,FR0000131906,Automotive,12,1,Met,1,Met,Met,0,Not Met,Not Met,2,Met,Not Met,2,Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
Repsol,ES0173516115,Oil and Gas,14,1,Met,1,Met,Met,1,Met,Met,2,Met,Not Met,2,Met,Not Met,0.5,Not Met,Met,1,Met,1,Met,1,Met,Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,1,Met,Met,Met,Met,0,Not Met,Not Met,1,Met,Met,Met,0.5,Met,Not Met,Met,Met,0.5,Met,Met,Not Met,Met
Rosneft,RU000A0J2Q06,Oil and Gas,9,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,1,Met,Met,0.5,Met,Not Met,Met,1,Met,Met,Met,Met,0.5,Met,Met,Not Met,Not Met
Royal Dutch Shell,GB00B03MLX29,Oil and Gas,13,1,Met,1,Met,Met,1,Met,Met,0,Not Met,Not Met,2,Met,Not Met,1,Met,Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,1,Met,Met,1,Met,Met,Met,1,Met,Met,Met,Met,0.5,Met,Met,Not Met,Met
RWE,DE0007037129,Electric Utilities,8,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,1,Met,Met,Met,Met,0.5,Not Met,Met,Not Met,Not Met
SAIC Motor,CNE000000TY6,Automotive,0.5,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Santos,AU000000STO6,Oil and Gas,5.5,1,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Not Met,Not Met,Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Not Met,Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
Saras,IT0000433307,Oil and Gas,3.5,1,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0.5,Met,Not Met,Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Met,Met,Not Met,Not Met,0.5,Not Met,Not Met,Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Met,Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Sasol,ZAE000006896,Oil and Gas,8.5,1,Met,1,Met,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Met,Met,0.5,Met,Not Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Met,Not Met,0.5,Not Met,Met,Met,Not Met,0.5,Met,Not Met,0.5,Met,Not Met,Not Met,1,Met,Met,Met,Met,0.5,Met,Not Met,Not Met,Not Met
Saudi Aramco (SABIC),SA14TG012N13,Oil and Gas,2,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0.5,Met,Not Met,0,Not Met,Not Met,Not Met,0.5,Met,Not Met,Met,Met,0,Not Met,Not Met,Not Met,Not Met
Saudi Electricity Company (SEC),SA0007879550,Electric Utilities,4.5,1,Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,1,Met,1,Met,0.5,Met,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0.5,Not Met,Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Met,0.5,Not Met,Not Met,Not Met,Met,0,Not Met,Not Met,Not Met,Not Met
Shaanxi Yanchang Petroleum Group,CNE000001329,Oil and Gas,0,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
Sinochem Energy,0,Oil and Gas,0,0,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,0,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,0,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met,0,Not Met,Not Met,Not Met,Not Met
